
0.25	1792.02533
0.2505	1788.47195
0.251	1772.7316
0.2515	1745.67425
0.252	1708.65556
0.2525	1663.44936
0.253	1612.16267
0.2535	1557.13757
0.254	1500.84435
0.2545	1445.77106
0.255	1394.31422
0.2555	1348.67554
0.256	1310.76889
0.2565	1282.14144
0.257	1263.91187
0.2575	1256.72816
0.258	1260.74636
0.2585	1275.63085
0.259	1300.57587
0.2595	1334.34706
0.26	1375.34111
0.2605	1421.66057
0.261	1471.20071
0.2615	1521.74435
0.262	1571.06048
0.2625	1617.00245
0.263	1657.60124
0.2635	1691.14973
0.264	1716.27446
0.2645	1731.9916
0.265	1737.74492
0.2655	1733.42431
0.266	1719.36422
0.2665	1696.32233
0.267	1665.43988
0.2675	1628.18567
0.268	1586.28639
0.2685	1541.64679
0.269	1496.26339
0.2695	1452.13549
0.27	1411.17765
0.2705	1375.13727
0.271	1345.52079
0.2715	1323.53161
0.272	1310.02212
0.2725	1305.46174
0.273	1309.922
0.2735	1323.07916
0.274	1344.23392
0.2745	1372.34714
0.275	1406.08994
0.2755	1443.90566
0.276	1484.08103
0.2765	1524.82326
0.277	1564.33962
0.2775	1600.91603
0.278	1632.99119
0.2785	1659.22304
0.279	1678.54468
0.2795	1690.20744
0.28	1693.80931
0.2805	1689.30769
0.281	1677.01607
0.2815	1657.58508
0.282	1631.96899
0.2825	1601.37925
0.283	1567.22753
0.2835	1531.06084
0.284	1494.49169
0.2845	1459.12649
0.285	1426.49541
0.2855	1397.98659
0.286	1374.78766
0.2865	1357.83679
0.287	1347.78548
0.2875	1344.97428
0.288	1349.42244
0.2885	1360.83171
0.289	1378.60386
0.2895	1401.87103
0.29	1429.53742
0.2905	1460.33033
0.291	1492.85827
0.2915	1525.67342
0.292	1557.3358
0.2925	1586.47618
0.293	1611.85507
0.2935	1632.41523
0.294	1647.32546
0.2945	1656.01382
0.295	1658.18908
0.2955	1653.84941
0.296	1643.27835
0.2965	1627.0282
0.297	1605.89189
0.2975	1580.86473
0.298	1553.0978
0.2985	1523.84527
0.299	1494.40799
0.2995	1466.07589
0.3	1440.07177
0.3005	1417.49883
0.301	1399.29428
0.3015	1386.19081
0.302	1378.68764
0.3025	1377.03209
0.303	1381.21246
0.3035	1390.96228
0.304	1405.77556
0.3045	1424.93233
0.305	1447.53313
0.3055	1472.54079
0.306	1498.82774
0.3065	1525.22654
0.307	1550.58152
0.3075	1573.79909
0.308	1593.89477
0.3085	1610.03469
0.309	1621.56993
0.3095	1628.06231
0.31	1629.30054
0.3105	1625.30619
0.311	1616.32941
0.3115	1602.83459
0.312	1585.47701
0.3125	1565.07129
0.313	1542.55346
0.3135	1518.93824
0.314	1495.27351
0.3145	1472.59404
0.315	1451.87644
0.3155	1433.99742
0.316	1419.69688
0.3165	1409.54772
0.317	1403.93318
0.3175	1403.03291
0.318	1406.81811
0.3185	1415.05577
0.319	1427.3218
0.3195	1443.02232
0.32	1461.42198
0.3205	1481.67815
0.321	1502.8792
0.3215	1524.08536
0.322	1544.37018
0.3225	1562.86076
0.323	1578.77522
0.3235	1591.45551
0.324	1600.39442
0.3245	1605.25557
0.325	1605.88568
0.3255	1602.31855
0.326	1594.77093
0.3265	1583.63033
0.327	1569.4356
0.3275	1552.85119
0.328	1534.63621
0.3285	1515.60991
0.329	1496.61502
0.3295	1478.48056
0.33	1461.98585
0.3305	1447.82725
0.331	1436.58892
0.3315	1428.71903
0.332	1424.51213
0.3325	1424.09859
0.333	1427.44129
0.3335	1434.33967
0.334	1444.44087
0.3345	1457.25734
0.335	1472.1901
0.3355	1488.55644
0.336	1505.62098
0.3365	1522.62856
0.337	1538.83745
0.3375	1553.55158
0.338	1566.15027
0.3385	1576.11424
0.339	1583.04684
0.3395	1586.68959
0.34	1586.93143
0.3405	1583.81145
0.341	1577.51496
0.3415	1568.36328
0.342	1556.79769
0.3425	1543.35839
0.343	1528.65947
0.3435	1513.361
0.344	1498.13953
0.3445	1483.65832
0.345	1470.53856
0.3455	1459.33293
0.346	1450.50242
0.3465	1444.39764
0.347	1441.24506
0.3475	1441.13902
0.348	1444.03955
0.3485	1449.77601
0.349	1458.05654
0.3495	1468.48254
0.35	1480.56758
0.3505	1493.75998
0.351	1507.46779
0.3515	1521.08525
0.352	1534.0194
0.3525	1545.71579
0.353	1555.68213
0.3535	1563.50886
0.354	1568.8858
0.3545	1571.61428
0.355	1571.61414
0.3555	1568.92549
0.356	1563.70519
0.3565	1556.21829
0.357	1546.82488
0.3575	1535.9629
0.358	1524.12798
0.3585	1511.85083
0.359	1499.67369
0.3595	1488.12638
0.36	1477.70344
0.3605	1468.84306
0.361	1461.90876
0.3615	1457.17467
0.362	1454.81489
0.3625	1454.89735
0.363	1457.38245
0.3635	1462.12632
0.364	1468.88869
0.3645	1477.34478
0.365	1487.10069
0.3655	1497.71161
0.366	1508.70201
0.3665	1519.58682
0.367	1529.89271
0.3675	1539.17862
0.368	1547.05449
0.3685	1553.19755
0.369	1557.36542
0.3695	1559.40548
0.37	1559.26019
0.3705	1556.96824
0.371	1552.66138
0.3715	1546.55736
0.372	1538.94907
0.3725	1530.19071
0.373	1520.6814
0.3735	1510.84709
0.374	1501.12159
0.3745	1491.92753
0.375	1483.65806
0.3755	1476.66018
0.376	1471.22027
0.3765	1467.55248
0.377	1465.7905
0.3775	1465.98288
0.378	1468.09223
0.3785	1471.99808
0.379	1477.50338
0.3795	1484.34426
0.38	1492.2025
0.3805	1500.72023
0.381	1509.51613
0.3815	1518.2024
0.382	1526.4018
0.3825	1533.76394
0.383	1539.98013
0.3835	1544.7963
0.384	1548.0232
0.3845	1549.54374
