
0.385	1549.317
0.3855	1547.37891
0.386	1543.83948
0.3865	1538.87696
0.387	1532.729
0.3875	1525.68144
0.388	1518.05505
0.3885	1510.19111
0.389	1502.43613
0.3895	1495.12672
0.39	1488.57501
0.3905	1483.05542
0.391	1478.79329
0.3915	1475.9557
0.392	1474.64513
0.3925	1474.89595
0.393	1476.67388
0.3935	1479.87856
0.394	1484.34893
0.3945	1489.8711
0.395	1496.18853
0.3955	1503.01381
0.396	1510.04169
0.3965	1516.96263
0.397	1523.47641
0.3975	1529.30503
0.398	1534.20456
0.3985	1537.97522
0.399	1540.46946
0.3995	1541.59763
0.4	1541.33099
0.4005	1539.70205
0.401	1536.80228
0.4015	1532.77719
0.402	1527.81918
0.4025	1522.15847
0.403	1516.05247
0.4035	1509.77413
0.404	1503.59985
0.4045	1497.79731
0.405	1492.61398
0.4055	1488.26661
0.406	1484.93222
0.4065	1482.74102
0.407	1481.77139
0.4075	1482.04726
0.408	1483.5379
0.4085	1486.16004
0.409	1489.78234
0.4095	1494.23179
0.41	1499.30194
0.4105	1504.76234
0.411	1510.36902
0.4115	1515.87526
0.412	1521.04247
0.4125	1525.6504
0.413	1529.50653
0.4135	1532.45401
0.414	1534.37798
0.4145	1535.20996
0.415	1534.9301
0.4155	1533.56737
0.416	1531.1975
0.4165	1527.93901
0.417	1523.9474
0.4175	1519.40779
0.418	1514.5264
0.4185	1509.52126
0.419	1504.61249
0.4195	1500.0127
0.42	1495.91781
0.4205	1492.49878
0.421	1489.8945
0.4215	1488.20623
0.422	1487.49377
0.4225	1487.77346
0.423	1489.01811
0.4235	1491.15887
0.424	1494.08886
0.4245	1497.66838
0.425	1501.73153
0.4255	1506.09381
0.426	1510.56049
0.4265	1514.93518
0.427	1519.02852
0.4275	1522.66626
0.428	1525.69666
0.4285	1527.99674
0.429	1529.47727
0.4295	1530.08608
0.43	1529.80981
0.4305	1528.6739
0.431	1526.74091
0.4315	1524.1072
0.432	1520.89823
0.4325	1517.26265
0.433	1513.36547
0.4335	1509.38059
0.434	1505.48311
0.4345	1501.84167
0.435	1498.61119
0.4355	1495.92631
0.436	1493.89583
0.4365	1492.59838
0.437	1492.07941
0.4375	1492.34976
0.438	1493.38566
0.4385	1495.13032
0.439	1497.4969
0.4395	1500.37277
0.44	1503.62479
0.4405	1507.10542
0.441	1510.65942
0.4415	1514.13068
0.442	1517.3691
0.4425	1520.23698
0.443	1522.61488
0.4435	1524.40656
0.444	1525.54279
0.4445	1525.98398
0.445	1525.72145
0.4455	1524.77736
0.446	1523.20323
0.4465	1521.07729
0.447	1518.50065
0.4475	1515.59252
0.448	1512.48476
0.4485	1509.31595
0.449	1506.22519
0.4495	1503.34609
0.45	1500.80097
0.4505	1498.69575
0.451	1497.11554
0.4515	1496.12124
0.452	1495.74731
0.4525	1496.00059
0.453	1496.8605
0.4535	1498.28029
0.454	1500.18951
0.4545	1502.49745
0.455	1505.09738
0.4555	1507.87147
0.456	1510.69609
0.4565	1513.44729
0.457	1516.0062
0.4575	1518.26416
0.458	1520.12729
0.4585	1521.52037
0.459	1522.3898
0.4595	1522.70566
0.46	1522.46262
0.4605	1521.67982
0.461	1520.39961
0.4615	1518.68543
0.462	1516.61866
0.4625	1514.29482
0.463	1511.81917
0.4635	1509.302
0.464	1506.85371
0.4645	1504.58004
0.465	1502.57747
0.4655	1500.9292
0.466	1499.70169
0.4665	1498.94204
0.467	1498.67625
0.4675	1498.90835
0.468	1499.62061
0.4685	1500.77463
0.469	1502.31332
0.4695	1504.16371
0.47	1506.24031
0.4705	1508.44911
0.471	1510.69176
0.4715	1512.86993
0.472	1514.8896
0.4725	1516.66513
0.473	1518.12281
0.4735	1519.20393
0.474	1519.86711
0.4745	1520.08981
0.475	1519.86907
0.4755	1519.2213
0.476	1518.18129
0.4765	1516.80041
0.477	1515.1441
0.4775	1513.28882
0.478	1511.31852
0.4785	1509.32092
0.479	1507.38354
0.4795	1505.58996
0.48	1504.0162
0.4805	1502.72754
0.481	1501.7758
0.4815	1501.19734
0.482	1501.01166
0.4825	1501.22083
0.483	1501.80969
0.4835	1502.74672
0.484	1503.98572
0.4845	1505.46802
0.485	1507.12524
0.4855	1508.88241
0.486	1510.66136
0.4865	1512.38417
0.487	1513.97656
0.4875	1515.37108
0.488	1516.50993
0.4885	1517.34737
0.489	1517.85151
0.4895	1518.00546
0.49	1517.80789
0.4905	1517.27281
0.491	1516.42875
0.4915	1515.31726
0.492	1513.99092
0.4925	1512.5109
0.493	1510.9441
0.4935	1509.36019
0.494	1507.82853
0.4945	1506.41511
0.495	1505.17977
0.4955	1504.17366
0.496	1503.43714
0.4965	1502.99818
0.497	1502.87137
0.4975	1503.05743
0.498	1503.54344
0.4985	1504.30359
0.499	1505.30052
0.4995	1506.48709
0.5	
